thailand-greenbus,average_response_time,16,258.07,50,77.9,100,55.55,300,50.24,500,48.75,1000,48.83
thailand-greenbus,response_time_p10,16,93,50,29,100,23,300,21,500,23,1000,29
thailand-greenbus,response_time_p50,16,269,50,77,100,52,300,46,500,42,1000,34
thailand-greenbus,response_time_p75,16,362,50,99,100,69,300,55,500,48,1000,38
thailand-greenbus,response_time_p90,16,421,50,128,100,82,300,67,500,57,1000,47
thailand-greenbus,average_connection_response_time,16,0.6331203581113058,50,0.2335714204501507,100,0.19293097639805193,300,0.22786461266587502,500,0.2470837655990084,1000,0.3284833045316881
thailand-greenbus,connection_response_time_p90,16,0.7032967032967034,50,0.23333333333333334,100,0.1791044776119403,300,0.20481927710843373,500,0.2268370607028754,1000,0.32075471698113206
thailand-greenbus,average_pages_fetched,16,70.68,50,21.4,100,11.17,300,4.91,500,3.5,1000,2.06
thailand-greenbus,pages_fetched_p90,16,120,50,34,100,18,300,8,500,5,1000,3
thailand-greenbus,average_bytes_transferred,16,520345.81,50,465147.78,100,478172.74,300,577200.94,500,586013.64,1000,442031.14
thailand-greenbus,bytes_transferred_p90,16,858687,50,737635,100,736405,300,815724,500,845023,1000,458452
thailand-greenbus,average_scanned_connections,16,450.96,50,450.96,100,450.96,300,450.96,500,450.96,1000,450.96
thailand-greenbus,scanned_connections_p90,16,750,50,750,100,750,300,750,500,750,1000,750
thailand-greenbus,scanned_connections_std_deviation,16,226.50968721006174,50,226.50968721006174,100,226.50968721006174,300,226.50968721006174,500,226.50968721006174,1000,226.50968721006174